BEACON,DAS,CRITERIA,ROPEN,RBALNO,LST_R_OPEN,RBAL,RLIMIT,TOPEN,TBALNO,MOF,RBAL_LIMIT,EQLIMIT,EQBAL,EQHIGHBAL,EQCURBAL,BCLIMIT,BCBAL,IHIGHBAL,ICURBAL,UNSECLIMIT,UNSECBAL,MTHIGHBAL,MTCURBAL,BCOPEN,YEARS_RES,CHILDREN,EST_INC,OWN_HOME,HOME_VALUE,HOME_INC,HOME_ED,PRCNT_WHIT,PRCNT_PROF,DOB_MONTH,DOB_YEAR,AGE_INFERR,SEX,MARRIED,BUYER
740,136,1,05,04,13,004349,015327,05,004349,317,02,,,022472,000000,007827,002864,022472,000000,002500,001438,278000,271000,,03,0,87499.50,0,153,038,120,99,34,,,42,M,U,1 
785,165,1,03,01,09,000193,014300,01,000193,220,00,,,,,009300,000193,,,005000,000000,,,,11,0,42999.50,0,082,026,120,91,27,,56,42,M,M,1 
725,179,1,04,02,13,003655,013200,03,045351,132,00,,,042433,041696,009500,003655,,,,,,,,07,1,62499.50,0,091,037,120,99,26,,62,35,M,U,1 
706,139,1,07,07,07,018705,023372,08,018775,156,06,,,,,010456,009376,,,006688,005770,,,,03,0,62499.50,0,074,036,120,99,19,,,42,M,M,1 
773,41,1,05,03,08,023152,075000,04,001648,176,00,,,,,013000,001648,,,,,056000,049562,,04,0,87499.50,0,077,036,120,99,19,,39,57,M,M,1 
738,83,1,05,04,09,008367,030255,07,031878,164,01,,,028248,023461,028500,007982,028248,023461,,,135000,133000,,02,1,62499.50,0,091,037,120,99,26,,60,35,M,M,1 
789,83,1,02,01,57,000443,013650,02,000502,130,00,,,,,011500,000443,,,,,,,,11,0,62499.50,0,091,037,120,99,26,,,42,M,M,1 
736,204,1,03,02,03,002618,005753,04,041812,760,01,,,,,005697,002618,045452,039194,,,,,,05,0,62499.50,0,074,036,120,99,19,,52,42,M,M,1 
753,235,1,01,01,08,000527,001500,01,000527,093,00,,,,,001500,000527,,,,,,,,14,0,42999.50,0,102,030,120,97,24,,,42,M,U,1 
741,65,1,04,03,19,002443,008722,05,028435,240,01,,,030233,012288,007500,001767,017131,013704,000080,000000,,,,15,0,62499.50,0,091,037,120,99,26,,,57,M,M,1 
761,172,1,02,00,11,000000,002000,01,000000,042,00,,,,,,,,,002000,000000,037000,033341,,10,0,62499.50,0,091,037,120,99,26,,,42,F,U,1 
698,269,1,01,01,11,003284,003284,07,113432,245,01,,,,,003284,003284,,,,,123000,121000,,10,0,42999.50,0,091,037,120,99,26,,53,42,M,M,1 
774,191,1,02,01,15,000081,006000,03,000081,124,00,,,,,,,,,006000,000081,063500,061730,,01,0,42999.50,0,074,036,120,99,19,,,42,M,U,1 
757,97,1,02,01,18,001535,007500,03,034249,240,00,,,022854,022854,007500,001535,069730,032714,,,,,,07,0,62499.50,0,088,036,120,99,23,,,57,M,U,1 
745,12,1,04,04,29,007521,014908,05,007521,167,02,,,,,005837,002967,,,008500,004198,085000,084459,,02,1,42999.50,0,077,036,120,99,19,,52,42,M,U,1 
752,197,1,02,02,07,000450,009500,03,038896,126,00,,,038446,038446,005500,000014,,,,,,,,11,0,42999.50,0,088,036,120,99,23,,,42,M,M,1 
749,295,1,05,03,15,001327,036800,07,018507,287,00,,,,,020800,001139,022503,017132,007500,000000,,,,06,0,62499.50,0,153,038,120,99,34,,,42,M,U,1 
765,138,1,02,02,62,000416,008056,03,000416,305,00,,,,,008056,000416,,,,,118000,115000,,07,0,87499.50,0,091,037,120,99,26,,,42,M,M,1 
782,84,1,02,01,05,000553,014500,03,025384,380,00,,,,,006500,000553,017691,010909,008000,000000,,,,02,0,87499.50,0,102,030,120,97,24,,40,57,M,M,1 
713,237,1,07,03,04,001267,014317,06,007550,151,00,,,,,006343,001257,012009,006254,,,089942,088791,,02,0,62499.50,0,096,037,120,99,27,,65,35,F,U,1 
713,179,1,02,02,46,006047,008828,03,006047,103,01,,,,,,,,,005300,004735,041100,039295,,00,0,62499.50,0,077,036,120,99,19,,,42,M,U,1 
756,206,1,01,00,28,000000,000000,01,000414,110,00,,,,,,,002080,000414,,,,,,14,0,42999.50,0,088,036,120,99,23,,,42,M,M,1 
720,240,1,04,03,28,015643,020808,05,027006,112,03,,,,,008100,004096,012000,011363,009000,008633,077400,075819,,03,0,62499.50,0,153,038,120,99,34,,40,57,M,M,1 
760,163,1,07,03,21,000353,018875,03,000353,190,00,,,,,017000,000353,,,,,,,,10,0,42999.50,0,088,036,120,99,23,,,42,F,U,1 
697,230,1,05,05,47,016158,018371,09,032902,214,04,,,,,017000,014914,017956,015186,001000,001032,119000,114000,,03,1,62499.50,0,096,037,120,99,27,,55,42,M,M,1 
768,-48,1,03,03,99,001018,006249,06,012303,141,01,,,,,004100,000195,020801,011285,,,090000,086334,,10,0,62499.50,0,102,030,120,97,24,,43,57,M,M,1 
715,359,1,04,04,15,008655,022056,05,009271,282,01,,,,,002740,000818,001698,000616,015500,007748,,,,03,1,42999.50,0,102,030,120,97,24,,53,42,M,M,1 
759,225,1,02,01,44,000617,010100,04,033211,238,00,,,,,010100,000617,043059,032594,,,,,,12,1,62499.50,0,082,026,120,91,27,,50,42,M,U,1 
738,174,1,05,03,06,003625,013057,05,004086,219,01,,,,,009700,000914,000500,000461,003000,002711,083100,081172,,02,0,62499.50,0,096,037,120,99,27,,57,42,M,M,1 
741,208,1,01,01,35,000826,003700,03,024474,079,00,,,024702,015129,003700,000826,038202,023648,,,,,,01,0,42999.50,0,082,026,120,91,27,,,42,M,M,1 
762,123,1,03,02,05,002504,020600,05,011312,190,00,,,,,018100,002140,016284,008624,,,056850,033600,,10,1,42999.50,0,153,038,120,99,34,,55,42,M,M,1 
782,146,1,03,01,06,000491,020200,03,012472,189,00,,,,,010200,000491,032744,011981,010000,000000,,,,15,0,62499.50,0,074,036,120,99,19,,,42,M,U,1 
757,85,1,02,02,24,000889,009700,04,005149,115,00,,,,,009700,000889,018259,004260,,,111000,108000,,04,1,62499.50,0,102,030,120,97,24,,67,35,M,M,1 
743,195,1,02,02,75,000580,008331,04,053959,115,00,,,,,001231,000007,003500,003329,007100,000573,,,,15,0,42999.50,0,088,036,120,99,23,,,42,M,M,1 
759,86,1,04,02,18,002309,010172,03,008147,241,02,,,,,004160,002309,007998,005838,,,,,,12,0,62499.50,0,102,030,120,97,24,,,42,M,M,1 
715,371,1,04,03,09,006601,015460,05,008148,106,02,,,,,,,002000,001547,007000,005907,196000,192000,,01,0,87499.50,0,153,038,120,99,34,,52,42,M,U,1 
735,153,1,04,02,52,006573,022582,04,007154,197,02,,,,,021287,006573,,,001295,000000,118000,117000,,00,0,42999.50,0,096,037,120,99,27,,,42,M,U,1 
761,63,1,03,02,34,001080,012112,08,034532,208,00,,,,,011900,001080,062099,033436,,,,,,05,1,62499.50,0,074,036,120,99,19,,59,35,M,U,1 
765,62,1,03,02,28,002373,008479,02,002373,604,00,,,,,008479,002373,,,,,,,,06,0,62499.50,0,102,030,120,97,24,,,57,M,U,1 
786,9,1,02,01,17,000274,010000,02,000274,094,00,,,,,,,,,,,082400,073857,,01,0,62499.50,0,088,036,120,99,23,,49,42,M,U,1 
767,217,1,05,01,16,000035,008402,04,005387,198,00,,,,,007500,000035,009470,005299,000020,000000,,,,14,0,62499.50,0,088,036,120,99,23,,46,42,M,M,1 
736,287,1,06,03,05,001015,013385,05,006657,096,01,,,,,003515,000467,019799,005609,009270,000548,,,,00,0,42999.50,0,077,036,120,99,19,,,42,M,M,1 
788,96,1,00,00,,,,01,011752,211,00,,,,,,,014103,011752,,,,,,05,1,62499.50,0,088,036,120,99,23,,,42,M,U,1 
715,163,1,09,08,08,022156,039370,09,030408,204,06,,,,,033300,021206,018688,008252,,,,,,01,0,42999.50,0,079,028,120,99,13,,35,57,M,U,1 
727,369,1,04,03,59,005073,018870,08,049300,250,01,,,,,011500,004217,053382,044227,,,085050,082918,,03,0,87499.50,0,115,042,120,99,31,,47,42,M,M,1 
757,278,1,03,01,04,000063,004500,04,006689,144,00,,,,,,,014930,006608,,,128000,117000,,03,0,42999.50,0,079,028,120,99,13,,46,42,M,M,1 
719,450,1,09,05,07,001293,039574,07,001338,055,00,,,,,034519,001254,,,005000,000039,058200,054359,,04,1,62499.50,0,115,042,120,99,31,,56,42,M,M,1 
763,-61,1,01,01,99,001714,007500,03,008989,260,00,,,,,007500,001714,017435,007275,,,136000,134000,,00,0,62499.50,0,000,000,000,00,00,,54,42,M,U,1 
777,238,1,00,00,,,,03,050895,188,00,,,,,,,067552,050895,,,,,,12,0,87499.50,0,115,042,120,99,31,,40,57,M,U,1 
757,189,1,04,03,14,001202,011300,05,001202,127,00,,,,,010500,001201,,,000800,000001,125000,118000,,02,0,87499.50,0,150,054,120,99,38,,60,35,M,U,1 
740,-47,1,03,03,77,005520,009900,04,010505,238,01,,,,,002800,001016,011580,004985,005000,004276,,,,02,0,62499.50,0,150,054,120,99,38,,32,57,M,M,1 
769,1,1,05,04,16,000920,025299,04,000920,513,02,,,,,017500,000050,,,,,,,,15,0,62499.50,0,115,042,120,99,31,,,42,M,M,1 
736,23,1,06,04,23,006932,014978,15,023617,137,03,,,,,013274,006932,016837,001297,,,114000,109000,,01,0,62499.50,0,000,000,000,00,00,,60,35,M,M,1 
752,174,1,04,02,13,001420,006596,04,007975,253,00,,,,,005000,001370,010000,006555,,,,,,07,0,62499.50,0,115,042,120,99,31,,52,42,M,M,1 
792,292,1,04,00,05,000000,030600,01,000014,104,00,,,,,021100,000000,,,009500,000000,,,,15,0,62499.50,0,150,054,120,99,38,,,57,M,M,1 
775,-26,1,02,01,25,000041,009300,01,000041,177,00,,,,,005000,000041,,,,,,,,02,0,62499.50,0,097,046,120,99,36,,,42,F,U,1 
775,141,1,03,01,05,000006,017300,03,004076,301,00,,,,,016500,000006,010550,004070,,,033000,026388,,01,0,42999.50,0,115,042,120,99,31,,48,42,M,U,1 
739,109,1,01,01,10,002440,004900,04,006794,127,00,,,,,004900,002440,018557,004354,,,076000,072704,,08,0,62499.50,0,115,042,120,99,31,,,42,F,U,1 
720,74,1,13,11,08,012503,031673,14,033411,214,06,,,,,019440,009744,015800,007258,000400,000000,,,,09,0,42999.50,0,066,031,120,99,08,,,42,U,U,1 
694,190,1,06,03,07,007901,016705,04,007901,206,03,,,,,009500,006091,011250,000000,000980,000586,065342,062064,,06,1,42999.50,0,078,038,120,95,29,,60,35,M,M,1 
751,323,1,02,02,06,004005,007291,02,004005,099,01,,,,,003991,003947,,,,,,,,06,1,62499.50,0,068,031,120,94,21,,,57,F,U,1 
770,72,1,02,01,77,000135,009000,01,000135,189,00,,,,,007500,000135,,,,,,,,06,0,62499.50,0,065,031,120,99,13,,,42,F,U,1 
747,238,1,03,03,59,026156,030335,06,014833,248,03,,,,,007303,006843,007100,005080,018100,016456,034050,022791,,02,0,87499.50,0,068,031,120,94,21,,,42,M,U,1 
762,356,1,04,03,07,000941,016658,08,161613,206,01,,,074155,042273,009000,000562,041330,035235,000530,000379,048000,043319,,06,1,42999.50,0,046,008,100,70,06,,,42,M,M,1 
770,-36,1,03,02,25,002805,015460,02,002805,169,01,,,,,004500,002704,,,007000,000000,,,,06,0,62499.50,0,068,031,120,94,21,,,42,M,U,1 
713,350,1,05,05,11,016141,017921,06,016141,145,05,,,,,007105,006716,020000,016950,,,020000,016950,,,0,42999.50,0,068,031,120,94,21,,32,57,M,U,1 
756,219,1,02,01,74,001378,015030,03,001378,178,00,,,,,014700,001378,,,,,056500,054417,,07,1,42999.50,0,066,031,120,99,08,,56,42,M,M,1 
716,372,1,04,02,05,005403,012600,05,019501,095,02,,,,,005000,003782,018746,014098,000800,000000,063100,058091,,02,1,62499.50,0,072,038,120,98,23,,,42,M,M,1 
778,58,1,02,02,70,000878,003990,03,000895,151,00,,,,,003990,000878,,,,,,,,10,0,42999.50,0,068,031,120,94,21,,45,42,M,U,1 
722,302,1,02,02,47,003173,015000,03,023505,258,00,,,,,005000,000500,022506,020332,,,,,,03,0,62499.50,0,068,032,120,95,18,,54,42,M,M,1 
715,428,1,01,01,99,003596,005004,04,005666,223,01,,,,,,,003590,001916,,,050000,045720,,05,0,62499.50,0,066,031,120,99,08,,53,42,M,M,1 
758,195,1,06,05,07,001302,033732,06,001302,204,00,,,,,027532,001302,,,,,040000,037905,,,1,62499.50,0,069,034,120,99,24,,56,42,M,M,1 
711,100,1,06,06,16,005290,027130,07,005290,378,00,,,025000,021837,014500,002443,,,005130,000971,,,,14,0,62499.50,0,069,030,120,99,18,,31,57,M,U,1 
721,158,1,01,01,99,004523,004523,02,004523,185,01,,,,,004523,004523,,,,,077600,070730,,02,0,42999.50,0,066,031,120,99,08,,,42,M,U,1 
779,183,1,05,01,14,000102,018631,01,000102,205,00,,,,,005000,000000,,,010000,000000,,,,10,1,42999.50,0,057,029,120,97,14,,,57,M,M,1 
723,149,1,02,02,10,008180,009496,04,034792,204,02,,,,,009496,008180,051000,026612,,,,,,14,1,62499.50,0,063,035,120,99,16,,47,42,M,U,1 
778,-61,1,01,01,59,000049,003900,03,005925,128,00,,,,,003900,000049,013200,005876,,,074900,066549,,04,0,42999.50,0,066,031,120,99,08,,51,42,M,U,1 
748,128,1,01,01,99,000893,003443,04,015920,157,00,,,,,003443,000893,031092,015027,,,072000,065762,,05,1,62499.50,0,072,038,120,98,23,,61,35,M,M,1 
723,237,1,07,07,33,023037,033612,08,035573,108,05,,,,,017108,010030,019165,012536,012400,009746,,,,07,1,62499.50,0,078,038,120,95,29,,62,35,M,M,1 
739,79,1,04,03,15,004447,017100,04,004447,097,01,,,,,010100,004089,,,002500,000000,004754,003201,,05,0,42999.50,0,069,030,120,99,18,,32,57,M,U,1 
727,174,1,02,02,21,001199,001330,05,008963,115,02,,,,,,,011450,007703,001330,001199,068250,066602,,04,1,62499.50,0,065,031,120,99,13,,66,35,M,M,1 
724,159,1,03,02,99,004879,013532,04,009504,133,02,,,,,009500,001930,005075,004625,,,080000,079766,,03,1,62499.50,0,072,038,120,98,23,,59,35,M,M,1 
689,198,1,05,03,63,011927,017081,10,030898,118,02,,,,,014800,011283,028918,015646,000531,000000,068237,067208,,01,1,87499.50,0,078,038,120,95,29,,63,35,M,M,1 
765,142,1,03,02,15,001395,012100,04,001425,120,00,,,,,012100,001395,,,,,,,,04,1,87499.50,0,072,038,120,98,23,,61,35,M,M,1 
731,129,1,01,01,52,006825,011000,04,026051,264,01,,,,,011000,006825,025150,019226,,,062000,060521,,02,0,62499.50,0,069,030,120,99,18,,50,42,F,U,1 
731,145,1,09,07,07,007520,027465,09,008128,293,02,,,,,017162,007008,,,002000,000000,082550,080968,,01,0,62499.50,0,068,032,120,95,18,,41,57,M,M,1 
763,361,1,00,00,,,,03,026636,113,00,,,,,,,036835,026636,,,047700,044147,,03,0,42999.50,0,069,030,120,99,18,,41,57,M,U,1 
745,79,1,04,03,04,002479,015732,05,011972,127,01,,,,,006000,002073,013329,009493,,,120000,115000,,01,0,62499.50,0,068,032,120,95,18,,51,42,M,M,1 
721,397,1,02,01,04,001018,004580,02,017806,089,00,,,,,003500,001018,012566,000000,,,,,,00,0,42999.50,0,069,030,120,99,18,,62,35,F,U,1 
762,44,1,02,01,90,002300,010600,03,013010,241,00,,,,,010600,002300,015791,010710,,,061500,057653,,15,0,87499.50,0,063,035,120,99,16,,45,42,M,U,1 
729,439,1,03,02,03,003880,012032,04,013680,125,01,,,,,005000,003793,015624,009800,001832,000087,057750,053608,,03,0,42999.50,0,066,031,120,99,08,,57,42,M,M,1 
743,393,1,03,00,16,000000,015462,03,025638,197,00,,,,,010350,000000,020988,018889,,,069750,062689,,01,1,62499.50,0,054,029,120,96,14,,59,35,M,M,1 
725,184,1,04,04,44,013860,022504,07,017990,122,03,,,,,011100,008155,027289,004130,007300,005165,072950,068816,,04,1,62499.50,0,088,039,120,98,25,,66,35,M,M,1 
695,270,1,03,03,08,002794,009924,04,013851,111,01,,,,,006000,002488,018280,011057,,,,,,01,0,42999.50,0,069,030,120,99,18,,,42,M,M,1 
788,-26,1,02,02,13,000138,001993,02,000138,186,01,,,,,001862,000051,,,,,,,,15,0,62499.50,0,068,031,120,94,21,,,57,F,U,1 
756,316,1,07,03,06,000886,024174,05,018814,109,00,,,,,016100,000874,019123,017928,005000,000012,107000,101000,,04,1,87499.50,0,103,044,140,92,39,,59,35,M,U,1 
750,219,1,07,02,06,000947,023037,04,014462,199,00,,,,,007500,000000,017120,013515,005000,000747,050950,048262,,03,0,42999.50,0,103,040,140,94,39,,38,57,F,U,1 
758,229,1,02,02,02,002166,012601,03,002166,272,00,,,,,012601,002166,,,,,100000,092783,,02,0,62499.50,0,103,044,140,92,39,,,42,M,U,1 
789,40,1,01,00,93,000000,000800,00,000000,135,00,,,,,,,,,,,,,,03,0,62499.50,0,085,047,150,80,42,,59,35,F,U,1 
711,166,1,05,03,42,004270,018548,06,025700,101,01,,,,,006700,000016,028502,021349,009400,004254,,,,03,0,87499.50,0,122,055,130,96,34,,66,35,M,M,1 
724,348,1,03,02,11,001684,010127,06,020184,216,00,,,,,009707,001563,030833,018450,,,122000,119000,,02,1,62499.50,0,103,044,140,92,39,,46,42,M,M,1 
752,218,1,05,03,11,000437,005768,05,001122,140,00,,,,,003434,000412,002350,000685,,,053000,049275,,05,0,42999.50,0,090,046,120,95,34,,60,35,F,U,1 
771,54,1,03,02,20,000346,008500,05,003525,090,00,,,,,008500,000346,009537,003179,,,101000,100000,,05,1,87499.50,0,100,059,140,85,52,,64,35,M,M,1 
697,266,1,05,05,31,017751,022282,06,017751,179,05,,,,,004600,003388,,,017682,014363,083750,078033,,05,1,62499.50,0,090,048,140,93,46,,46,42,M,M,1 
734,276,1,02,01,17,005365,011500,04,022012,068,01,,,,,007500,005365,014468,013865,004000,000000,,,,02,0,62499.50,0,103,044,140,92,39,,,42,M,U,1 
746,130,1,03,02,10,000234,006341,03,000234,074,00,,,,,004000,000000,,,,,042600,037904,,04,0,62499.50,0,095,048,130,97,34,,,42,M,U,1 
753,213,1,04,01,11,000109,010522,03,004367,084,00,,,,,010478,000109,008243,004258,,,075774,071428,,05,1,62499.50,0,135,080,150,95,45,,49,42,M,U,1 
712,226,1,09,09,10,024826,034611,10,024826,213,07,,,,,020103,016706,020000,006842,,,020000,006842,,15,0,62499.50,0,056,025,120,97,16,,50,42,M,M,1 
770,66,1,04,04,18,002011,014183,05,002750,112,00,,,,,004800,001368,009791,000739,009000,000587,,,,,1,62499.50,0,069,030,120,99,18,,,42,F,U,1 
716,302,1,07,04,14,004864,007938,06,013435,171,03,,,,,002000,001759,013195,008571,003436,002814,,,,02,0,42999.50,0,069,033,120,94,20,,60,35,M,M,1 
709,177,1,04,03,18,006399,013412,04,008420,187,01,,,,,007500,005573,010783,002021,003500,000627,,,,08,0,42999.50,0,058,029,120,80,16,,,42,M,U,1 
764,351,1,03,03,04,000147,008614,05,006880,122,00,,,,,000614,000039,010050,006733,008000,000108,025000,016520,,02,0,42999.50,0,056,033,120,98,07,,59,35,M,U,1 
748,121,1,01,01,40,000982,003500,04,006309,098,00,,,,,003500,000982,012613,005327,,,058800,055702,,02,1,62499.50,0,069,033,120,94,20,,68,35,M,U,1 
789,59,1,00,00,,,,02,005726,240,00,,,051000,048811,,,007208,005726,,,,,,15,0,87499.50,0,076,032,120,97,16,,,42,M,U,1 
753,213,1,05,03,14,001638,018325,04,001638,063,02,,,,,016385,001550,,,,,065500,062574,,05,0,42999.50,0,058,029,120,80,16,,54,42,M,U,1 
736,250,1,04,02,02,006220,035399,04,024363,272,01,,,,,019500,000498,031950,018143,009779,005722,,,,14,1,87499.50,0,069,030,120,99,18,,49,42,M,U,1 
741,161,1,06,04,15,003786,015574,05,010549,183,01,,,,,007500,000820,009349,006763,002540,000319,,,,03,0,42999.50,0,069,030,120,99,18,,,42,M,U,1 
766,354,1,05,00,20,000000,008880,01,045424,204,00,,,046292,045424,,,028957,000000,002800,000000,,,,15,0,42999.50,0,076,032,120,97,16,,48,42,M,M,1 
741,326,1,05,03,11,003995,017147,05,007588,135,01,,,,,007500,003882,,,006500,000113,091900,089838,,01,1,62499.50,0,069,033,120,94,20,,63,35,M,M,1 
715,181,1,05,04,17,002486,009630,08,027101,096,01,,,,,004000,000133,023721,019082,,,,,,06,0,62499.50,0,069,030,120,99,18,,,42,F,U,1 
716,439,1,05,02,07,001233,010324,08,041434,246,00,,,,,005500,000000,116545,082933,001800,000826,025380,024231,,00,0,62499.50,0,056,033,120,98,07,,51,42,M,U,1 
743,235,1,00,00,,,,01,000067,047,00,,,036000,000000,,,,,,,,,,15,0,42999.50,0,076,032,120,97,16,,42,57,M,U,1 
745,17,1,03,01,07,000991,015000,04,047440,201,00,,,,,013500,000991,034246,028414,,,,,,01,0,42999.50,0,070,031,120,97,24,,,42,M,M,1 
775,73,1,04,02,09,001768,023250,02,001768,134,00,,,,,014100,001725,,,,,,,,04,1,42999.50,0,055,026,120,98,22,,54,42,M,M,1 
763,59,1,02,02,68,001461,009500,04,023349,131,00,,,,,009500,001461,014303,009297,,,,,,08,0,42999.50,0,055,026,120,98,22,,,42,M,M,1 
745,244,1,03,03,06,000412,001407,04,000412,112,02,,,,,000177,000177,,,,,045000,040437,,04,0,62499.50,0,063,021,110,98,19,,,57,M,U,1 
783,-56,1,02,02,17,000336,011000,02,000336,246,00,,,,,011000,000336,,,,,,,,03,0,62499.50,0,063,026,120,98,19,,,42,M,U,1 
734,104,1,04,04,52,005637,011914,06,022988,207,01,,,,,010110,005526,019674,017351,,,064800,058831,,06,0,42999.50,0,070,031,120,97,24,,50,42,M,M,1 
774,120,1,04,02,04,000777,012120,03,000777,140,00,,,,,,,,,001020,000000,,,,04,1,87499.50,0,091,052,140,93,47,,46,42,M,M,1 
769,142,1,03,03,05,000910,010240,04,000910,125,01,,,,,005000,000777,,,005000,000002,071400,062587,,05,1,62499.50,0,097,042,120,97,38,,57,42,M,M,1 
765,338,1,02,01,08,000141,009400,03,013761,107,00,,,,,009400,000141,016500,013620,,,073542,072874,,01,0,87499.50,0,090,048,130,94,39,,67,35,M,M,1 
734,209,1,04,03,16,001315,004019,05,002624,129,02,,,,,002700,000260,003584,001309,000583,000458,,,,04,0,62499.50,0,201,032,130,94,34,,60,35,M,M,1 
753,93,1,06,03,06,001196,012640,05,005006,148,01,,,,,009400,000309,016811,003810,003240,000887,073500,071987,,00,0,62499.50,0,105,057,150,93,48,,,57,M,U,1 
761,136,1,03,02,18,001248,023000,04,004882,154,00,,,,,007500,001231,012000,003634,009500,000017,093500,092036,,04,0,62499.50,0,114,039,140,96,34,,54,42,M,M,1 
747,57,1,04,03,50,005202,018154,06,024309,260,01,,,,,010400,004854,020732,019004,,,,,,05,0,87499.50,0,086,043,120,95,31,,54,42,M,U,1 
775,40,1,06,02,08,000028,025626,04,005132,134,00,,,,,008100,000019,011574,005104,010000,000000,051100,046585,,06,0,62499.50,0,073,034,120,94,30,,,42,M,M,1 
751,131,1,05,02,01,000109,014196,02,000109,110,01,,,,,009996,000052,,,,,,,,15,0,62499.50,0,097,056,140,89,44,,,57,F,U,1 
785,0,1,02,02,18,000964,008100,03,000964,239,00,,,,,006000,000011,,,,,037700,026630,,00,1,87499.50,0,093,045,130,95,38,,50,42,M,M,1 
760,170,1,02,02,02,000421,007681,04,003015,100,01,,,,,007600,000339,027556,002594,,,097000,091327,,02,1,62499.50,0,086,043,120,95,31,,57,42,M,M,1 
737,167,1,01,01,85,001051,001500,02,001051,262,01,,,,,,,,,001500,001051,119000,115000,,02,1,62499.50,0,099,055,140,97,36,,46,42,M,U,1 
766,-2,1,02,02,51,007477,015032,03,007477,048,01,,,,,011000,006919,,,,,,,,02,0,62499.50,0,086,043,120,95,31,,46,42,M,M,1 
771,118,1,06,05,18,004531,021938,06,008161,227,00,,,,,017100,004278,005445,003630,,,,,,09,0,62499.50,0,106,048,140,97,40,,,42,F,U,1 
761,118,1,04,02,30,000571,016725,07,035761,162,00,,,,,006500,000000,020171,003216,010000,000522,060000,056132,,13,0,62499.50,0,091,048,120,98,17,,38,57,M,M,1 
769,296,1,04,03,05,000102,011528,03,000102,076,00,,,,,009028,000036,,,002500,000066,,,,07,0,87499.50,0,086,043,120,95,31,,52,42,M,M,1 
745,191,1,02,02,16,001273,013500,04,004525,172,00,,,,,013500,001273,007344,003252,,,076750,071628,,09,1,87499.50,0,092,057,140,95,40,,55,42,M,M,1 
751,243,1,08,03,05,003516,027381,03,003516,080,01,,,,,013692,000433,,,004000,000000,,,,06,0,42999.50,0,050,029,120,99,24,,,42,M,U,1 
695,216,1,05,05,05,014075,030679,07,027957,169,03,,,,,024679,012105,021928,013882,,,039437,030251,,05,0,62499.50,0,039,023,110,99,17,,58,42,M,U,1 
713,163,1,05,05,04,002893,006175,06,034514,090,04,,,,,005000,002098,,,,,,,,15,0,62499.50,0,000,000,000,00,00,,,57,F,U,1 
758,94,1,03,00,06,000000,017500,01,002028,110,00,,,,,012500,000000,003000,002028,005000,000000,,,,15,0,42999.50,0,054,029,120,96,14,,32,57,F,U,1 
737,187,1,02,02,85,005390,009917,02,005390,104,01,,,,,004900,003490,020034,000000,005017,001900,,,,03,0,42999.50,0,055,025,120,94,18,,,42,M,U,1 
767,322,1,05,01,08,002280,024532,03,024985,159,00,,,,,023000,002280,030546,022705,,,,,,02,1,62499.50,0,030,018,110,46,12,,44,57,M,M,1 
783,185,1,02,01,04,000031,008000,01,000031,249,00,,,,,002000,000031,,,006000,000000,,,,08,1,42999.50,0,057,031,120,99,09,,,42,M,M,1 
741,259,1,02,02,02,001205,003819,05,005648,217,01,,,,,001839,001141,015278,004443,,,068500,065292,,05,0,62499.50,0,085,034,140,92,38,,,42,M,U,1 
730,210,1,03,02,06,006259,016600,03,006259,118,01,,,,,005000,000678,,,011600,005581,042500,030931,,02,0,62499.50,0,050,029,120,99,24,,,42,M,M,1 
765,185,1,03,01,10,000327,017500,02,001719,240,00,,,,,015000,000327,004739,001392,002500,000000,,,,15,0,62499.50,0,085,034,140,92,38,,,57,M,M,1 
734,191,1,03,01,33,002478,016630,06,019364,021,00,,,,,010000,002478,010000,000625,,,,,,02,0,62499.50,0,078,044,130,96,45,,63,35,M,U,1 
789,-112,1,08,04,15,000412,021323,04,000412,217,00,,,,,020600,000347,,,,,,,,15,0,62499.50,0,049,030,120,99,19,,,42,M,M,1 
756,87,1,03,02,12,000553,011000,04,004653,148,00,,,,,011000,000553,009933,004100,,,064600,058422,,02,1,42999.50,0,078,044,130,96,45,,,42,M,M,1 
773,97,1,05,02,18,000689,012085,03,010963,104,00,,,,,005000,000611,014377,010274,007000,000078,,,,15,0,42999.50,0,078,044,130,96,45,,,57,M,U,1 
